peak_flux_ap,int_flux_ap,int_flux_nvss,delta_ra,delta_dec,radius,pb_level
0.02643272515259,0.026503560849970003,0.0278,23.252532371007174,11.664954425506648,26.014406553153414,0.22036753594875336
0.00436332558518,0.00448404517167,0.004200000000000001,18.340150932459935,-0.9400709951299012,18.36422776261285,0.5240275859832764
0.004497201570069999,0.0042128022866,0.0043,14.653279862512829,18.062853100054788,23.25904763525243,0.3304044008255005
0.01296996517099,0.013247031613729999,0.0091,13.960492369327538,-5.6003891728391135,15.041925863017731,0.6797201633453369
0.01063833697683,0.01295906068238,0.0149,13.702587975375964,23.432280005723005,27.144608224699372,0.2276926040649414
0.02222346811059,0.02407612298245,0.0235,11.43554548036538,11.280950459346291,16.063345675996672,0.6035833358764648
0.011985914654800001,0.013397665015700002,0.0112,11.180779809343786,-8.338737639618923,13.947907993400516,0.7171112298965454
0.00816019129264,0.00921349982413,0.0092,3.1207434740798474,19.79739569727913,20.04185142553473,0.4571298658847809
0.0074517809502,0.00742770672586,0.0074,2.3226607046708505,23.602511574383488,23.716517885267123,0.34438571333885193
0.06502863803676,0.08056603978486,0.08120000000000001,1.2031739626502984,-6.633859595776509,6.742085650893625,0.9416711926460266
0.00887797341356,0.00893534557538,0.008,-0.636572144549588,2.719953978744231,2.793451924975185,0.9657157659530641
0.02154342710206,0.021681300913769998,0.016800000000000002,-1.8508831624398248,-11.803480558514414,11.94771561070274,0.7855608463287354
0.005354289010770001,0.005593788703109999,0.0056,-3.1968203885019046,15.377275090975326,15.706055572941219,0.5886043310165405
0.00697936783435,0.00695095698186,0.0064,-3.9081867795457232,-1.5781872096692842,4.2148069587577925,0.9344367980957032
0.00605918893962,0.006401045338689999,0.0058,-3.3098417464029084,-2.825747495480978,4.351999405699859,0.9411479830741882
0.021285300789,0.02105529707951,0.0186,-3.9004702470668486,21.87860913654529,22.223568581475906,0.37166786193847656
0.24166166784607998,0.24529572416797002,0.2155,-7.728824979297782,10.320993239803203,12.894086146089785,0.6584831476211548
0.029676353907479996,0.030270732102529996,0.0273,-8.146906148429192,22.396256926177827,23.831984077873674,0.30363646149635315
0.036972940965150004,0.03665745530764,0.0303,-15.526082750234153,14.057664067274782,20.944589300291213,0.3401503264904022
0.014770347661950001,0.015288111000969998,0.012,-16.326713460466415,10.878521014627163,19.6189424315776,0.3769435584545136
0.0051157398010299995,0.00529090934856,0.0054,-16.18396467719415,0.6107619300720124,16.19548517495389,0.4963690042495728
0.02674127957757,0.02578615000269,0.0178,-19.931464061229416,-22.480761144160642,30.04400470000257,0.1015092134475708
0.09662529468746,0.12417376647875,0.1002,-24.441669622830638,-11.2034569431326,26.88699586204681,0.16431555151939392
0.07226148959201,0.07464415863735001,0.0536,-25.64956910663843,13.039904248972073,28.77388299950591,0.11052551865577698
0.00377643761454,0.0030125150514,0.0038,-27.80237590401557,6.376097454894437,28.52412730145527,0.11202448606491087
0.03043384939344,0.0412454377444,0.042,22.741387769639374,1.2347460006362074,22.77488294450601,0.3366678357124329
0.01455935423398,0.01466385282107,0.019,24.568745392213692,0.2355275097003286,24.56987428561352,0.2755802273750305
0.011832398266759999,0.01496315957255,0.013800000000000002,21.975026373742754,3.2602875045021165,22.215560176611362,0.3541668951511383
0.06933137788549,0.07040562399348,0.0532,23.94826466656816,-11.913740442845215,26.747977416094532,0.19123628735542295
0.01201710881937,0.011674732533290003,0.0111,20.734828136618553,-7.516803987871508,22.05526592166544,0.3698475360870361
0.00939408881395,0.00959078262472,0.0071,20.00591150377511,-21.64356306203976,29.47329348620976,0.1259935200214386
0.01617970659772,0.019238011540720003,0.0178,15.277063090522113,26.02854246522942,30.180609996554217,0.15688371658325195
0.01808085969663,0.018465622494680003,0.0124,9.259562133579912,-26.089952449928013,27.684354130619372,0.1893842965364456
0.01746860052327,0.017978566370830004,0.0129,6.006304631965995,-24.430223599422973,25.157720746351714,0.271782249212265
0.02549514754921,0.025694975134589997,0.0172,5.236815186904514,-18.571576395526453,19.295787528114246,0.4994491040706634
0.015608061981150001,0.01549470081673,0.0144,2.477773394940852,24.47722769910846,24.602315604076704,0.3202536404132843
0.0032238128819499995,0.00348913166799,0.0036,0.8419652010908684,16.098308501027287,16.12031131251186,0.5892475843429565
0.00973474949694,0.00974135233644,0.0065,-0.22911993378656856,-4.930195699546701,4.9355167453770115,0.9652447700500488
0.00628826745353,0.00806668473202,0.0097,-0.3084591099351035,32.93675443617603,32.938198750085355,0.13792596757411954
0.008557136529830001,0.00855923980081,0.0075,-1.669977885588896,-12.620616479529188,12.730623469916642,0.7580487728118896
0.009112804114889999,0.00853665874901,0.0062,-5.613411768413344,23.20654526193799,23.875796448247122,0.3172761797904968
0.035682544741290005,0.03580597036104,0.027999999999999997,-10.494071203678704,-12.564283992972252,16.370286263421693,0.5729459524154663
0.01359116410197,0.01427897888964,0.0102,-10.63403898829008,-18.971106434664712,21.74820720504727,0.36062440276145935
0.06968754392217,0.07086109355643,0.0562,-13.866898039818102,-5.250868837095066,14.827755570306545,0.5656687617301941
0.03867626519273,0.03860081145577,0.027600000000000003,-23.94172087322777,-9.538889614753707,25.77197979133307,0.18767328560352325
0.008634217880790001,0.00880333007139,0.0061,-23.772412165113092,-1.1979832361810687,23.802578034871445,0.2258282005786896
0.09213014809692,0.09461526062707001,0.0629,-25.782050071081013,-13.89199615013341,29.28648228558432,0.1097477599978447
0.02794834822123,0.02824459846923,0.027000000000000003,20.201129566835565,4.886550114510639,20.783737222947927,0.40668925642967213
0.02066539600911,0.021688541377070002,0.0149,16.12701998220291,-25.04383547489757,29.787075517696987,0.1248701512813568
0.00868445266252,0.008520528364510001,0.0077,17.780067454436608,-24.4125416025618,30.200954821436596,0.11208435148000716
0.007448519670350001,0.00815438785396,0.0087,17.131779760256652,20.769030640176066,26.92298164483749,0.21657653152942655
0.006871106699680001,0.007846433496729999,0.0063,14.243812068070614,-5.888286560319315,15.412913496081176,0.6644335389137268
0.53814491996537,0.5673257789581899,0.5211,13.606055539342556,24.543757735137202,28.062744799370485,0.20655281841754916
0.0074756209549,0.007871596163,0.0067,10.416674340277146,1.0838121918779775,10.472905498648997,0.8333910703659058
0.06408401492993,0.06360128035863,0.0613,8.598809059603756,-6.788144085806093,10.955287366204505,0.8369976878166199
0.0056810847942400005,0.00553895580169,0.0036,6.2421199027566105,-1.817402963457776,6.501308390013037,0.95545095205307
0.01302329477376,0.01303760746704,0.0118,5.719600190208321,-10.492708008601628,11.950340836254725,0.7989081740379333
0.03892137506545,0.040316701259419996,0.0388,5.315580033871738,22.047287297721127,22.67901851709581,0.3739098310470581
0.04124367403462,0.04216080158931,0.0379,-3.5141012832195324,25.336072226058523,25.578609033512908,0.28171810507774353
0.01895476371162,0.01904407568743,0.0153,-11.661939817478324,29.77614666200344,31.978373149693926,0.12298254668712615
0.00349474557041,0.00357501520283,0.0038,-12.386728790122536,-13.038363268462255,17.98413832121604,0.5007960200309753
0.0062489762614900005,0.006772145714869999,0.005,-14.986895582303884,26.201274556825094,30.184590082967947,0.13130120933055878
0.004683020782890001,0.00507715965633,0.004,-17.7969326339509,23.975627198556282,29.858941298542945,0.12154030799865725
0.0050456164937,0.00565081883894,0.0039,-18.157695393595077,-0.33728681434653224,18.160827716375127,0.4169478118419647
0.0097170150207,0.00977842949823,0.0064,-21.62538397079151,6.449144088941412,22.566527042361574,0.26498448848724365
0.08400704383306,0.08160377429658999,0.0717,-23.96277014223812,-12.73717642210875,27.137564159934467,0.15944018959999084
0.0092884885314,0.01049480864201,0.0064,-26.546759802429577,4.5376038572458866,26.931763690929287,0.14545609056949615
0.00747201046036,0.00854198780367,0.0066,19.590089593455602,17.0344759602367,25.960389838271013,0.2315817773342133
0.0037700676368199997,0.00362466096707,0.003,12.218217658648848,24.432884999601377,27.317543786861748,0.23032452166080475
0.01824646600932,0.01851706564488,0.016300000000000002,10.796369190315103,-10.834517056809204,15.295357518541355,0.6556549072265625
0.06619584533091,0.06615228684944999,0.07429999999999999,9.281686599084065,17.08396078013062,19.44249759856721,0.4744156002998352
0.00305761691284,0.0034823986071,0.0032,7.7995291130007764,32.49727847426408,33.420112964983346,0.12927280366420746
0.00642728750898,0.00722217612463,0.0058,4.768742859257709,-11.201914949116787,12.174716690680352,0.7893881797790527
0.00495956892474,0.00492195417453,0.0056,4.351503110243802,12.296189986783096,13.043457622805654,0.7116193771362305
0.013100276766010001,0.01516511934924,0.0129,3.0502659051894727,-18.78218234416065,19.02825276070942,0.5093450546264648
0.01428945803917,0.01462784947217,0.0135,2.3739922883263938,21.36930930017648,21.50077084112329,0.41064688563346863
0.02135877875012,0.021641811774849997,0.0213,0.4699235459531543,3.500078118723563,3.531483385194341,0.9611467719078064
0.009521926104020001,0.00983081197081,0.0091,0.2786006481606569,33.676698103944524,33.67785045133503,0.1296941637992859
0.00734010233365,0.007239694725949999,0.0056,-1.8642974708770543,7.210687298893096,7.447792376626701,0.8644508719444275
0.01185882762018,0.01186221972264,0.0096,-1.1509848422555626,-12.577961941459735,12.630514114496656,0.7618839144706726
0.00493474086987,0.00525705695854,0.0043,-3.707900823042531,26.449092047173764,26.707727858392246,0.2561693489551544
0.028847451459439996,0.02961105610144,0.0259,-8.953916791528124,6.7861221327001475,11.234944386759212,0.7070443630218506
