ObsID,RA,Dec,peak_flux_ap,peak_flux_ap_err,int_flux_ap,int_flux_ap_err,int_flux_nvss,int_flux_nvss_err,maj_ap,min_ap,maj_nvss,min_nvss,delta_ra_beam,delta_dec_beam,radius,pb_level,ra_apertif,dec_apertif,ra_nvss,dec_nvss
191222001,346.3468613140513,33.65175718820285,0.0049287065638,0.00020202175245,0.00501274000471,0.00034799970096,0.0044,0.0004000000059604645,45.991166109948,44.887216076963995,56.9000015258789,37.400001525878906,21.420604071103465,-5.313218444612208,22.069712360146045,0.3279910981655121,346.3468613140513,33.65175718820285,346.346375,33.65219444444444
191222001,346.3194281847861,33.71581247555942,0.008438984932319999,0.00019437725337,0.00875563439082,0.00033261132492999997,0.0066,0.0004000000059604645,46.368969275484,45.341706062735994,31.60000038146973,28.79999923706055,20.035501613150316,-1.4754447642802566,20.089754540441334,0.4029219746589661,346.3194281847861,33.71581247555942,346.31941666666665,33.71594444444445
191222001,346.29513367003756,34.00395932923894,0.0072940860078800004,0.00026529301485,0.00703494829757,0.00046537958723,0.008400000000000001,0.0005,45.562884995736,42.5733038622,46.20000076293945,26.10000038146973,18.75980614792546,15.808674993045525,24.532469321495636,0.2303484082221985,346.29513367003756,34.00395932923894,346.2964583333333,34.003777777777785
191222001,346.249413882495,33.72911834158054,0.0029513310112900004,0.00015750646696,0.00295595565519,0.0002729566247,0.0038,0.0004000000059604645,46.714160666988,43.430268757032,44.599998474121094,40.70000076293945,16.538680447677642,-0.6895098629143298,16.55304718574563,0.5406458377838135,346.249413882495,33.72911834158054,346.25016666666664,33.7295
191222001,346.1224574658324,33.43644304440101,0.0029961325377900003,0.00018533488237,0.00348226961179,0.00030836308294,0.0027,0.0004000000059604645,55.086706807956,43.06885684300801,52.9000015258789,49.70000076293945,10.238345919411572,-18.26644962828885,20.940055460333266,0.3634479641914368,346.1224574658324,33.43644304440101,346.12329166666666,33.436249999999994
191222001,346.121604007865,34.22208196653399,0.00866741393633,0.00028992593937999996,0.008891039724290001,0.0004982287828399999,0.0097,0.0005,46.910530544724,43.734547627812006,27.5,23.899999618530273,10.10256057592111,28.871709325859925,30.588150156133675,0.10096480697393416,346.121604007865,34.22208196653399,346.1212083333333,34.22244444444445
191222001,346.06107341932363,33.677863746153285,0.00204721073106,9.755124395999999e-05,0.00210678391392,0.00016751999947000001,0.003,0.0005,47.52527697035999,43.92149589882,96.8000030517578,66.09999847412111,7.144722627387012,-3.7863995319930916,8.086028827306539,0.8591898679733276,346.06107341932363,33.677863746153285,346.05995833333327,33.67713888888889
191222001,346.09176699336854,33.50873657820303,0.00527100423131,0.00014536788111000002,0.00530189279183,0.00025130854015000003,0.0051,0.0004000000059604645,45.533725442028,45.00698140188,39.0,33.299999237060554,8.694351419560213,-13.93166128226747,16.422013240473,0.5413259863853455,346.09176699336854,33.50873657820303,346.0929583333333,33.50936111111111
191222001,346.05105110972465,34.07081543596517,0.01095184245729,0.00019887918888,0.011542434141290001,0.00033860477079,0.0119,0.0005,46.984090763196,45.03700038772801,27.70000076293945,21.700000762939453,6.6138922231498825,19.79001237499229,20.86594538785652,0.36472442746162415,346.05105110972465,34.07081543596517,346.0502083333333,34.071250000000006
191222001,345.99648423691565,33.4338396063872,0.00994582458333,0.00017371204328,0.01048715846958,0.00029566268832,0.0073,0.0005,46.859000032728005,45.936498919572,39.599998474121094,37.5,3.9309209066185593,-18.431307664646265,18.84582429464528,0.45140725374221796,345.99648423691565,33.4338396063872,345.995625,33.43355555555555
191222001,345.9138102076957,33.43648424941753,0.01966631379297,0.00016749454546,0.02349083788446,0.0002745324219,0.0171,0.000699999988079071,52.89569555414401,46.096009971983996,28.0,22.60000038146973,-0.2087325383601362,-18.274120679977287,18.275312732989352,0.4779467284679413,345.9138102076957,33.43648424941753,345.914,33.436722222222215
191222001,345.9145694679204,34.107962476877496,0.00928046174593,0.00020290744142,0.01117025454646,0.00033224388685999996,0.0093,0.0005,53.522096219388,45.10958940154801,36.0,24.5,-0.16938430593113926,22.014571549154116,22.015223168156353,0.3352620601654053,345.9145694679204,34.107962476877496,345.9149583333333,34.10761111111111
191222001,345.90837398917165,33.60412268167056,0.01693741364244,9.508479736e-05,0.01792027386207,0.00016171766214,0.0147,0.0006000000238418579,47.52905729346,45.240099799572,24.79999923706055,19.700000762939453,-0.4799903434530693,-8.215796615825829,8.229805849702668,0.8618942499160767,345.90837398917165,33.60412268167056,345.90866666666665,33.604305555555555
191222001,345.903400533196,34.17997252000681,0.00384947210766,0.00023875859100000002,0.004766521763649999,0.00038644162482,0.004,0.0004000000059604645,51.78892688604,47.870967074904,59.9000015258789,40.400001525878906,-0.7236459234276834,26.335222473064338,26.345162665744763,0.2064153552055359,345.903400533196,34.17997252000681,345.9029166666666,34.18
191222001,345.8929810431315,33.654353955407814,0.00830161100996,8.644077283e-05,0.008610385849950001,0.00014792043379,0.006900000000000001,0.0004000000059604645,45.987721295327994,45.775057353552,33.900001525878906,28.10000038146973,-1.2484920783719362,-5.201791260691592,5.349519941073795,0.9412503242492676,345.8929810431315,33.654353955407814,345.89341666666667,33.6545
191222001,345.86953321312296,33.35939184812016,0.015070948155,0.00020324932638999998,0.01483846979493,0.00035399813882000005,0.0088,0.0005,46.120237570872,43.666626372732,26.399999618530273,24.60000038146973,-2.427877801960048,-22.899098854043785,23.0274451854163,0.3071363270282745,345.86953321312296,33.35939184812016,345.86991666666665,33.360416666666666
191222001,345.83853386379343,33.44786604273307,0.022662616902880003,0.00014967709523,0.02260430453747,0.00025947713354,0.0178,0.000699999988079071,45.549824681376,44.68549783971599,20.5,18.100000381469727,-3.97733316171708,-17.589685703734446,18.033748478530885,0.4931144714355469,345.83853386379343,33.44786604273307,345.8387916666666,33.44802777777777
191222001,345.7151597995308,33.31086604604662,0.00416359723719,0.00022648608112,0.0047937144867,0.00037484364907999996,0.0034,0.0004000000059604645,50.1480916803,47.021476404636005,45.70000076293945,42.900001525878906,-10.170078492442668,-25.8012189885103,27.733219354751128,0.1702648550271988,345.7151597995308,33.31086604604662,345.71479166666666,33.31102777777777
191222001,345.69899086063754,33.63038816334849,0.0047521579508,9.739466256e-05,0.00483830641411,0.00016770473436,0.0051,0.0004000000059604645,45.912434476716,45.035652218292,44.20000076293945,35.09999847412109,-10.94014542432586,-6.6282774939276825,12.791430573982627,0.7172107100486755,345.69899086063754,33.63038816334849,345.700625,33.63058333333333
191222001,345.5620688423355,33.90041163257933,0.05477221271802,0.00017175098352,0.057391232675160005,0.00029295871242,0.048,0.0015,46.518462035856,45.424874739708,17.100000381469727,15.600000381469727,-17.724535036299397,9.592095417815774,20.1535758979393,0.4125722050666809,345.5620688423355,33.90041163257933,345.5622083333333,33.90025
