peak_flux_ap,int_flux_ap,int_flux_nvss,delta_ra,delta_dec,radius,pb_level
0.00940034900567,0.00983518630995,0.0073,21.860810886087556,-0.1689421751314537,21.86146366717175,0.40119603276252747
0.01271123848905,0.012599471076279999,0.0112,23.15762264593493,16.885324788258814,28.65982147904252,0.1982364356517792
0.05204808696978,0.052121722751430004,0.0446,20.967799694808377,-8.849969470559818,22.758945767384592,0.3217589259147644
0.09950568644642,0.10092467193485999,0.079,20.261185404289037,-16.137548170109167,25.902375944721232,0.200125589966774
0.052200913904589995,0.05755068903499,0.06709999999999999,15.40577060291534,9.02116871463013,17.852694700341576,0.5994947552680969
0.037477332595019994,0.03959930398404,0.0338,9.882041439240496,-23.91915715740675,25.880093629415263,0.2281176894903183
0.00800458891536,0.01258807605853,0.008199999999999999,7.318733035517361,-27.14659945107573,28.11584253836889,0.18671420216560364
0.0073182360269,0.00748757145846,0.0067,6.452186263100482,15.820331317986527,17.08547033886177,0.5970720648765564
0.007709944630100001,0.00784326014864,0.005,4.900787983758487,-17.431330272336584,18.10714754143895,0.4926954507827759
0.16820972664544,0.17109383673884998,0.1666,2.8270846395731115,1.4395319185468916,3.1724847102356066,0.996386170387268
0.00587311033364,0.00598573518634,0.0058,2.714591042584201,9.332825196171104,9.719599403633381,0.8603214621543884
0.00868052277145,0.00924260604212,0.0068,0.9828501466348376,10.031848877616007,10.079880136790543,0.8353740572929382
0.00876098206364,0.009890648924639998,0.0068,-1.6134340427163685,-26.587833229813693,26.63674141787145,0.24403642117977145
0.00625348142945,0.00647174734804,0.004900000000000001,-4.505691349247355,-17.02655543968633,17.61262838634095,0.5211116671562195
0.01164371523639,0.0131616249406,0.0148,-4.586788676067549,-30.573624731274595,30.915766283321886,0.15662750601768494
0.01240435289383,0.012436242578950001,0.0097,-7.197668661920552,-3.079573321108623,7.828805282353508,0.8488240242004395
0.01401166161634,0.013821578835499998,0.0116,-10.165420783229184,22.47306616711171,24.66521864187245,0.2097347378730774
0.02059708066472,0.02071119089063,0.02,-12.904715761150149,9.596242471375843,16.081639403396945,0.5368064641952515
0.02230100426349,0.027548468967259997,0.0229,-14.405707141462539,-11.667581149467113,18.537962436592924,0.4866640865802765
0.00849879896336,0.00940558809837,0.0073,-17.226674313093525,-2.5191355812554694,17.409890833910453,0.5214234590530396
0.025650250650049996,0.0256471157234,0.0265,-17.916001417570232,-5.244066890853484,18.667701930825,0.4824409186840058
0.012994325581540001,0.013599662352509999,0.0124,-19.76582496246579,-6.276739439186648,20.738487415767146,0.4145391583442688
0.01596584390667,0.0165167121238,0.0131,-20.977089966657058,13.907246893100185,25.168381336406522,0.21218881011009216
0.04753819159206,0.05007996769104,0.0465,-25.4912055476362,-10.682269118498695,27.638928025069127,0.223227933049202
0.05476095332169,0.05514612061316,0.0424,25.225271287250422,0.3925772717884606,25.22832585931271,0.2790265381336212
0.009153115196989999,0.008899672858049998,0.0052,17.571602775697073,25.067603463959983,30.612750531191754,0.13182884454727173
0.00653081660921,0.0066288904311000004,0.004900000000000001,16.00486843155284,3.484292746500236,16.37974425140352,0.6437942385673523
0.031881219546400004,0.03103348454954,0.0409,12.958696083844542,-21.661351589315686,25.24162701667241,0.23310984671115875
0.03078457095658,0.032246255774,0.0301,11.625734045520373,20.588351754270853,23.64394857353801,0.3468989133834839
0.108868105985,0.11339188782050001,0.0752,10.704416479436377,24.65749776940142,26.880750797541626,0.2242129892110825
0.011226751217829999,0.01375949431996,0.008199999999999999,10.157831068801386,25.841458182225317,27.766176358586737,0.19351765513420105
0.00604290769122,0.0061111558180399995,0.0062,9.352751268762377,10.635824637859553,14.163136761582944,0.7360841035842896
0.010627749557120002,0.01395498714174,0.0123,9.136498622280877,-20.843981672787816,22.75843044024089,0.32100343704223633
0.00662072377396,0.006679096666079999,0.006999999999999999,8.860367539980533,6.876718078740662,11.215848597669444,0.8451443314552307
0.01597925302559,0.021582638361209997,0.0185,6.554949677164513,-20.258651696307496,21.292717920414766,0.3772292137145996
0.014888501410959999,0.01917672664115,0.0146,6.510016595601088,13.449006225376635,14.941749171868972,0.689567506313324
0.010172387617299999,0.0097701697671,0.0054,1.399688866180148,28.879537245571818,28.913435533566137,0.13835814595222473
0.00784056276765,0.00801446353287,0.0074,-1.2407876564234408,-23.23099121878252,23.26410289653553,0.3330913186073303
0.00672241713774,0.0074199827871700005,0.0066,-1.4625095515092332,19.823604246519896,19.877479613948022,0.4241398870944977
0.010496139404450001,0.013867250394209997,0.0112,-3.15098231766039,-3.5399518691200456,4.739192472627319,0.9292839765548706
0.01645340768523,0.01708952709496,0.0103,-3.5808473265103458,24.47962483568577,24.740135063180283,0.2332523912191391
0.05453574633702,0.05414068852671,0.0483,-7.192438975961329,-23.86536956710093,24.92561357236013,0.2896781265735626
0.01230176321189,0.01237841438599,0.0118,-8.743281037839019,-6.749865217760544,11.045612048621864,0.7493785619735718
0.08213352938679,0.08445660113792999,0.0566,-9.439433228453183,23.449586202815986,25.278144924025632,0.19297005236148834
0.036140662249800004,0.03664175304862,0.027999999999999997,-9.829447942099254,14.064517413014824,17.158908993415725,0.4920797049999237
0.01987940874036,0.02980336624913,0.019600000000000003,-13.269181353590591,21.469906913853183,25.239369792008443,0.18744748830795288
0.008436096110280001,0.0087493270263,0.005900000000000001,22.244155031749955,-3.739615868592922,22.556306540498177,0.35350245237350464
0.022397487338089998,0.02490136535748,0.0219,14.226510685444078,11.081324820335224,18.032988245619237,0.5932981967926025
0.01023421998858,0.01089616313935,0.0093,15.37514688935756,11.100417139961381,18.963480191464946,0.5556167960166931
0.0222084362482,0.02240138689143,0.0205,14.963480450559304,-4.254105546494153,15.556447116987842,0.6318982839584351
0.01240218998104,0.01255981389736,0.0112,9.347709803337633,-1.1054921388425916,9.412852300151755,0.8722041249275208
0.06363094707724999,0.06405452925433999,0.0532,6.8127132577347895,-27.372835188889056,28.207874562564395,0.1829124540090561
0.00705606256745,0.0085550924638,0.0086,3.826982130231253,4.930333550620332,6.2413116493269865,0.9592833518981934
0.00927173707517,0.00932706648176,0.0103,-4.465999090896851,7.953871572172204,9.121906888183881,0.8253936171531677
0.01233863133011,0.012175902135280001,0.011000000000000001,-5.377783982957075,-14.675391101333494,15.629698937162626,0.5928005576133728
0.00457113081881,0.00507671961901,0.0043,-6.3369178182703205,-9.425346267162617,11.35753402248685,0.7384468317031859
0.013474588961770001,0.014912924116440001,0.013000000000000001,-8.893828942582344,0.4300827371397071,8.904221695803306,0.8145467638969421
0.00823913372728,0.00845670687043,0.0073,-10.957222461108763,-1.9879358667872864,11.136094454080029,0.7428194284439087
0.00273252446223,0.0026247717147199995,0.0032,-11.038090598025756,15.153555541904845,18.747503846679763,0.4281497299671173
0.009212146045940001,0.00940506127777,0.0086,-12.162267980085115,-14.239405966526963,18.72646786633567,0.4794407784938812
0.01198334021198,0.012447181097059999,0.0109,-14.515805846407066,-20.438155413114774,25.068393117828784,0.279472678899765
0.00748554783533,0.00841351206949,0.0066,-19.228115696729947,8.700436247608216,21.10491020504077,0.35748282074928284
0.00628936300547,0.0070533825794099995,0.0052,-24.565199929261716,16.101297444652086,29.37169410089756,0.11501813679933548
0.0196525391256,0.02022706103823,0.0188,-28.636429068311237,9.126731722953632,30.05562135579946,0.1348215937614441
0.04471815748969,0.04557149981555,0.0402,-33.75986330472913,-9.195561647652582,34.98977002074035,0.10175691545009613
0.02188596254474,0.02438211177896,0.0206,17.517507372031435,10.409565002713883,20.376976473627753,0.4983858168125153
0.01980974584248,0.022673486311349998,0.0213,15.471378794205418,12.626554539815594,19.969786302696463,0.5117450356483461
0.01300418806998,0.01556967438014,0.0099,16.533669132454165,-14.944512434644468,22.2867437030762,0.3195870518684387
0.01536063633566,0.015565513389360002,0.0131,10.594846742288793,-11.207163984895097,15.422415647896662,0.5996072888374329
0.01269226082324,0.0136035512677,0.0118,12.926331299404529,-12.90541508592142,18.265787540651637,0.4811002314090729
0.15420459690776,0.18948187043988002,0.1862,11.598850697367174,22.826539541048838,25.604340799072286,0.2732044756412506
0.00638983039204,0.006346731388159999,0.0056,7.3080828673028115,11.125250493092127,13.310863506223635,0.7612783312797546
0.01022722807584,0.01033900477618,0.008,5.613905654092152,-23.8699313842053,24.52119602500189,0.28006765246391296
0.02243841927894,0.02239803014915,0.0191,-3.537861097591477,-18.02782461958984,18.371684923393897,0.4933196604251862
0.02709051758864,0.029360744603820002,0.026000000000000002,-3.726874448409182,-8.756641308677862,9.516739469131695,0.8029845952987671
0.023994206079369997,0.029149865428289998,0.0272,-10.34365360742298,-2.598428363095984,10.66503537421889,0.7586163282394409
0.04498132699612,0.04975224018453,0.0435,-10.751348115584538,26.278167006729326,28.392451393905986,0.11338911950588225
0.00940939073487,0.00931026803034,0.008199999999999999,-14.083898222586546,2.4248828680085532,14.291123579710892,0.6216289401054382
0.00701823606333,0.00699317460618,0.0078,-12.53953085777072,2.1179865689080506,12.717141241025304,0.6805471777915955
0.09666467769224,0.11187610531746,0.0983,-13.066763665466185,7.3664101759548375,15.000135007576215,0.5826030969619751
0.00743135996163,0.00743135996163,0.008199999999999999,-15.867335773076565,-30.195053778720503,34.11022050101002,0.1006627306342125
0.04293328973343,0.045570772865629994,0.0388,-18.94517716807113,-22.386782506237417,29.327166507177267,0.177951380610466
0.02170800075378,0.025083666745490004,0.0231,-22.501118280317826,1.2853197111524386,22.537798185112184,0.34433406591415405
0.018298734580570002,0.01763899766375,0.0162,-23.76498802503002,3.0270335770251178,23.95699150860708,0.2967624068260193
0.015595725300200002,0.02040972179951,0.0143,-23.169336116179355,2.028011287005599,23.2579213080544,0.320407897233963
0.01161362226332,0.01155954190683,0.01,-22.28503701878113,-0.12225986417200885,22.285372381754776,0.35566824674606323
0.014384121137840001,0.01341653744431,0.0114,-23.402078636442422,-21.102228484499157,31.511179808700486,0.13603095710277555
0.03801413579716,0.03866136649193,0.027000000000000003,-27.68485998219652,-2.0908067390978533,27.763696629790864,0.2169732600450516
0.01679592443755,0.01705091108224,0.0104,20.86309466972929,-13.723453852001944,24.97197614670981,0.2316460609436035
0.08200992940621,0.08597341034869001,0.075,13.37199696603106,16.874568109145176,21.530441602813863,0.4398151338100433
0.0042127799390699995,0.00448685300692,0.0037,11.513444205020342,4.077395577529657,12.214110282713516,0.8086286783218384
0.06374239112761,0.06488865632054,0.0565,3.571975125741957,21.2224764019142,21.520974625801298,0.3873802125453949
0.0036505557270000003,0.00372508646521,0.003,1.6246484969724737,-22.240077585375328,22.299338486126366,0.3589603006839752
0.00841662623492,0.00843347326001,0.0072,0.7999375407286762,16.31998552303683,16.339578413597756,0.5882104635238647
0.004241724587989999,0.00422627752972,0.0032,0.5087617414377005,-17.308266024237312,17.315741655736907,0.5301076769828796
0.015023282084020002,0.01551923283988,0.0122,-4.227361567294944,-21.516572671279015,21.927910342393645,0.3763303160667419
0.010544524182400001,0.01075789230334,0.0093,-8.258492202716278,-15.503998833630831,17.566337435345847,0.5218289494514465
