ObsID,RA,Dec,peak_flux_ap,peak_flux_ap_err,int_flux_ap,int_flux_ap_err,int_flux_nvss,int_flux_nvss_err,maj_ap,min_ap,maj_nvss,min_nvss,delta_ra,delta_dec,radius,pb_level
191229013,210.19549090432494,50.3339429831066,0.01103093910452,0.00041617069081,0.012188821142540001,0.00069776756286,0.008199999999999999,0.0005,48.279897329832,46.35609397675201,29.20000076293945,25.60000038146973,18.96630036782565,-0.8697114446400467,18.98623027262281,0.4109407961368561
191229013,210.1254524072868,50.01632382154398,0.013317411021389999,0.00055301024609,0.014592918870290001,0.0009325775989600001,0.0086,0.0005,50.759763443135995,43.927453989035996,25.60000038146973,25.0,16.39285477306704,-19.94313858946007,25.81572098190244,0.21718467772006989
191229013,210.12846180099643,50.28201379693503,0.01470759506941,0.00033585106806999996,0.01453232420327,0.00058413665578,0.0123,0.0005,45.511087764924,44.007530906196,32.400001525878906,21.5,16.41714969564427,-4.0013386962974575,16.89773339174349,0.4849574863910675
191229013,210.07618995051712,49.93337801666738,0.08831339444599999,0.00058859830104,0.08755546865602,0.00102252496511,0.066,0.002,45.582919858836,44.311944252420005,17.399999618530273,16.299999237060547,14.518719742133994,-24.93004671745166,28.849553845819504,0.1479184776544571
191229013,210.0739370819036,50.765102722132724,0.0056004106522,0.0006083000259,0.009055580763379999,0.0009222643774900001,0.0045,0.0004000000059604645,70.07920936282801,46.446238731492,37.79999923706055,36.0,14.181120973103097,24.972368220193843,28.71793567206688,0.11064230650663376
191229013,209.99171170325366,50.46109048516134,0.01378519030764,0.00024711045329000003,0.0136006447184,0.00042994053231,0.0137,0.0006000000238418579,44.690938998984,44.63269429683601,22.299999237060547,22.200000762939453,11.132052026355689,6.717828385768176,13.001986109780598,0.6176959872245789
191229013,209.96671933284236,50.52023928274638,0.015465886240639999,0.00027552903389,0.01572904692598,0.00047463352611000004,0.0133,0.0006000000238418579,46.05780736465201,44.604848484108,22.399999618530273,20.399999618530273,10.164737764622384,10.263155077820256,14.444858566708074,0.5711013674736023
191229013,209.8600690238797,50.57128540771082,0.01363796838638,0.00025947349181999996,0.01405607772417,0.00044495272569,0.0118,0.0005,45.863101668204,45.36184996422,27.0,23.79999923706055,6.089627598672137,13.314263044909026,14.640798451707802,0.5870423316955566
191229013,209.84271800966343,50.708239114858415,0.0041061992090700005,0.00038927903741000004,0.00393996409199,0.00068391166784,0.0045,0.0004000000059604645,44.957048055984004,42.997799704644,38.0,36.0,5.4126973489336025,21.530127608314828,22.20007442270785,0.3116795122623444
191229013,209.79570553622344,50.8454639677868,0.007329381313390001,0.0005399149702699999,0.009662109398760001,0.00085701373795,0.0085,0.0005,53.233743022668,49.792626202608005,36.0,34.200000762939446,3.6158102414221793,29.760756742743908,29.97959971364804,0.11747604608535768
191229013,209.75947185874284,49.82287014967693,0.0067548778353900005,0.00062267287729,0.010168081999440002,0.0009565383563099999,0.0046,0.0004000000059604645,63.677456205876,48.23942480078399,36.70000076293945,34.59999847412109,2.291868267210485,-31.5962793075287,31.679289422712827,0.10693996399641036
191229013,209.69220466007857,50.523022072154646,0.005152515707939999,0.00018487742624,0.0052665692484,0.00031792436207,0.0051,0.0004000000059604645,46.012755637728006,44.87132007792,47.9000015258789,34.299999237060554,-0.3075471244549788,10.41194098940222,10.41648213704325,0.8043717741966248
191229013,209.66199306001252,50.255689973314965,0.0023921590791399997,0.00015734239272,0.0027467056599699996,0.00026102324265,0.003,0.0004000000059604645,51.116959915488,45.548316095364,61.9000015258789,47.5,-1.4682565418349036,-5.6276240157609605,5.816006139072104,0.9244500398635864
191229013,209.6361300447256,50.322820524347925,0.00739193552517,0.00014210041454,0.00754210313633,0.00024467014634,0.0058,0.0004000000059604645,47.041603415207994,43.938464714388,32.09999847412109,30.79999923706055,-2.456936857767249,-1.5991097424376586,2.9314996599043184,0.9900166392326356
191229013,209.57270441459016,50.60443570159305,0.00251528311249,0.00025303710172,0.0028992745452800003,0.00042415931027,0.0032,0.0004000000059604645,56.53920579372,41.13240187658401,47.29999923706055,44.900001525878906,-4.857658744091282,15.300905616110606,16.053485768778252,0.6408343911170961
191229013,209.50117801708114,50.02281318858075,0.00446645284858,0.00033216347117000005,0.00503107646347,0.0005542122603400001,0.0026,0.0004000000059604645,50.461750982447995,45.41813572427999,53.70000076293945,51.4000015258789,-7.674786331003048,-19.590342147510203,21.040038333674183,0.4122542142868042
191229013,209.4921152141508,50.05153973732767,0.00270489531317,0.00028137839468000004,0.0024751356193000004,0.00050356413125,0.0029,0.0004000000059604645,45.714373899192,40.710268878084,73.19999694824219,49.29999923706055,-8.019330923804429,-17.865799998730047,19.583051322356265,0.4715553820133209
191229013,209.47779092986943,50.339819312222204,0.01786390328334,0.00014648668803999998,0.018265203241369998,0.00025187060799999997,0.016399999999999998,0.0006000000238418579,45.87372831459601,45.14087516562,21.399999618530273,20.700000762939453,-8.519479894907002,-0.5675060335837576,8.53836050530399,0.9497748613357544
191229013,209.43075504649312,50.67460716802354,0.00310771947081,0.00035307243879,0.0033906503568000004,0.00059912369197,0.004200000000000001,0.0004000000059604645,52.60597312374001,41.802475597775995,40.29999923706055,37.79999923706055,-10.247909512543359,19.52558777011129,22.051464755007142,0.4307418465614319
191229013,209.40159618295857,50.19290572424136,0.01102868719307,0.00019577154327,0.010732735089969999,0.00034219582659,0.0088,0.0005,44.690248865411995,44.196507878004,33.09999847412109,24.899999618530273,-11.47264079678086,-9.37203328686009,14.814053081471592,0.7096332311630249
