ObsID,peak_flux_ap,peak_flux_ap_err,int_flux_ap,int_flux_ap_err,int_flux_nvss,int_flux_nvss_err,maj_ap,min_ap,maj_nvss,min_nvss,delta_ra,delta_dec,radius,pb_level
200111041,0.01216499198998,0.00021113700881,0.012228083270930001,0.00036517432555,0.0099,0.0005,45.760129937280006,44.213502332771995,23.79999923706055,23.29999923706055,20.3786150666664,17.29844193357957,26.73051702268629,0.1943166553974152
200111041,0.02105221693111,0.00017132202387,0.021219755875070002,0.00029596036832999997,0.0184,0.000699999988079071,45.37348977488401,45.224092056744006,21.700000762939453,18.200000762939453,18.08529749600359,-14.835160154225203,23.39140722538104,0.28201591968536377
200111041,0.01117399852495,0.00023687322137,0.010005044902389999,0.00042622287931,0.0076,0.0005,43.804754521812,41.03206836426,48.29999923706055,32.59999847412109,17.643803844684967,24.949217822724385,30.55751656392136,0.1195748895406723
200111041,0.00196751483262,0.00020272938622999998,0.00168637287172,0.00037053979286,0.0031,0.0004000000059604645,43.344653126868,40.442657228064,48.29999923706055,45.599998474121094,12.207612344207387,-27.680611346744307,30.25291428949223,0.10711946338415146
200111041,0.026803306381390002,0.00034369242531999997,0.02700063851092,0.0005938768629299999,0.0244,0.0008000000119209289,45.125700386796,44.734040833247995,21.700000762939453,18.100000381469727,11.648681309729335,29.89481590629764,32.084082874723514,0.10851654410362244
200111041,0.0247256605165,0.00017896146622,0.02474641022285,0.00030989558294,0.0171,0.0006000000238418579,45.368649097776,44.30230536567601,19.100000381469727,18.5,6.895970805532889,23.638399911362928,24.623720560494696,0.2829851806163788
200111041,0.00648321506391,8.049012006999999e-05,0.00638240762706,0.00014017701126,0.0052,0.0004000000059604645,45.432548469,43.862669848079996,39.70000076293945,33.59999847412109,6.1187961541945874,1.029583943010968,6.204813321358371,0.9065279364585876
200111041,0.00659593083884,0.00011276789381,0.0068596621587700005,0.00019280787107,0.0047,0.0004000000059604645,46.37516784875999,45.651688453548005,47.9000015258789,36.20000076293945,4.956288343026605,-14.791352520522342,15.599639481061992,0.6091805100440979
200111041,0.00609561110273,8.181986267000001e-05,0.00640498307074,0.00013944120174000003,0.0055,0.0004000000059604645,46.84352112054,45.35909766882,33.700000762939446,32.09999847412109,4.032438731687509,3.986724086454985,5.670495902195505,0.9207491874694824
200111041,0.008899978946209999,0.00012544415099,0.009300198641440001,0.00021421768375,0.0072,0.0005,47.149313073156,44.616571566588,48.099998474121094,28.20000076293945,3.4354200361982623,16.7169165304987,17.06626251078174,0.5470605492591858
200111041,0.011673932890549998,0.00024854038228000003,0.013280712059790001,0.00041297729714999995,0.0107,0.0005,49.308275116332,46.278094900176,26.29999923706055,23.10000038146973,3.3236802546777566,27.240237605520026,27.44225143893535,0.2135627716779709
200111041,0.01571017550942,0.00010517958163,0.01581462796751,0.00018179922884,0.0157,0.0006000000238418579,45.79674095106,44.7461260281,20.200000762939453,19.200000762939453,2.3990445247056367,-14.812427732927803,15.005445490136573,0.6433315873146057
200111041,0.01192001316885,7.841737740000001e-05,0.012040789073110002,0.00013537209551,0.0109,0.0005,45.550299386267994,44.90301929238,30.70000076293945,22.79999923706055,-3.045160118069578,0.23891182927674445,3.054517800228953,0.9880416989326476
200111041,0.01212414394628,0.00012792865822,0.01262611533073,0.00021880649661000002,0.0103,0.0005,47.658365228916,44.53664529726,25.899999618530273,22.899999618530273,-3.8489208670180046,-18.17720048601964,18.580222584533594,0.5158681273460388
200111041,0.006407129753020001,8.267658277e-05,0.00642423089798,0.0001430883587,0.0064,0.0005,45.65172708756,44.403371323920005,48.099998474121094,30.399999618530273,-4.4175888798313565,4.6242856514910615,6.395240224369662,0.9226188659667968
200111041,0.009555808991829999,9.315680443999999e-05,0.00952055147302,0.00016159056138,0.0093,0.0005,45.78949561842,43.894858517604,35.79999923706055,24.29999923706055,-5.868967713097055,10.709451728846076,12.212167167342969,0.7361409068107605
200111041,0.01560985724993,0.00020414738312999998,0.01656378981946,0.00034682834847000007,0.0131,0.0006000000238418579,47.439583483284,45.742390732547996,22.200000762939453,20.5,-7.2884001762037345,-27.45673308931668,28.407601791481145,0.17766612768173218
200111041,0.005032157622800001,0.00017619334263999998,0.0050309267711499996,0.0003052474359,0.004200000000000001,0.0004000000059604645,45.631951076052,44.627840308943995,41.79999923706055,38.20000076293945,-16.072494168055734,-16.514238748104173,23.04437378469736,0.34624814987182617
200111041,0.026311130379520004,0.00023044965713999997,0.026464860603860003,0.00039841317127999997,0.0274,0.0008999999761581422,45.814423206312,44.785996284888,21.299999237060547,16.5,-18.139211275458887,-20.45196150051154,27.336968249188057,0.20539191365242004
200111041,0.00816160008412,0.00016186443801,0.00836377462171,0.00027811862142000003,0.0091,0.0005,45.934351828812,44.996359797972005,29.60000038146973,26.70000076293945,-19.562814360552753,11.44046273128634,22.66244647885344,0.3279161751270294
200111041,0.01660741643903,0.00016219863584000002,0.01707069341999,0.00027844618082,0.0169,0.0006000000238418579,46.515038287464,44.60308946017201,24.399999618530273,19.200000762939453,-20.500841322141323,9.34762333233967,22.53134530102233,0.3343473374843597
200111041,0.02282437331103,0.00016515396849,0.02331705846186,0.00028406482938,0.023,0.0008000000119209289,46.218955118328,44.77113405838801,23.399999618530273,17.700000762939453,-22.317768319041658,-0.6660179794100959,22.327703788333718,0.3569926917552948
200111041,0.01505280782941,0.00019603814798,0.015283149707270002,0.00033786239219999993,0.0166,0.001,45.9679401711,44.668608890976,28.29999923706055,23.10000038146973,-24.75413930960979,3.7683955269953437,25.039328512755826,0.2561148107051849
