peak_flux_ap,int_flux_ap,int_flux_nvss,delta_ra,delta_dec,radius,pb_level
0.018261883190970003,0.01948902040656,0.0176,23.916182051909605,17.875720092392115,29.858331794997696,0.20352354645729065
0.03462066738657,0.03541336473435,0.0257,22.83117800108697,-2.897781393461241,23.01433688949893,0.4398813247680664
0.00749153349807,0.00782429780664,0.005,18.037752812253835,-13.05040904320885,22.263695554877,0.3859184384346008
0.00641931903596,0.006492064316670001,0.0054,15.928881766361739,17.256430287936585,23.484282605696837,0.38989609479904175
0.009985830921649999,0.010152907078569999,0.0074,9.568082793946695,0.9217295208974722,9.61237699363447,0.9262093305587769
0.00581372249637,0.005927328834520001,0.004900000000000001,8.28000520993212,-6.194241001509672,10.340552870485654,0.8524563312530518
0.01418418438997,0.01506448465216,0.0125,5.341787769135914,13.911958637635989,14.902252646384628,0.6583939790725708
0.0136394347392,0.01412658845214,0.013999999999999999,6.319352637461709,13.31656843666484,14.739912243520475,0.67900550365448
0.14404612954217003,0.15263580428564,0.1374,4.367432915864287,-0.9839219188604236,4.476893129855361,0.992376983165741
0.0033344547420399995,0.0034358812536,0.0036,1.8799959271677649,17.93196263319894,18.03024227538845,0.4880722165107727
0.02092873136352,0.021498054783589998,0.0161,1.1570411945294017,-20.994058500679397,21.025917816188798,0.34109601378440857
0.01923343602797,0.021697583956610002,0.0159,1.069704649007846,-17.59845098927647,17.63093120803552,0.4698763787746429
0.028170335242550002,0.028512304476330002,0.0219,-2.7825443229249367,-23.47899409063161,23.64329917822536,0.25346821546554565
0.00547576673999,0.00616575196398,0.0034,-2.8050117343885708,-27.210661668274327,27.354853955726785,0.1540568768978119
0.012809590109370002,0.014487526855799997,0.0122,-8.557610229529732,-5.3933104006565165,10.11535613984934,0.7659205198287964
0.03293249494212,0.033179907494250004,0.0332,-12.548086684948375,4.334708068514798,13.275695463744901,0.6493992805480957
0.01318672709055,0.013386520690629998,0.0119,-12.332272916381743,22.217725098992055,25.410827345542465,0.17382851243019104
0.00927372738699,0.01011365975898,0.008,-13.057895642881956,-20.554388294284564,24.35137542193471,0.2643110454082489
0.03083649358598,0.03089537203641,0.0274,-18.63481945603521,-17.070925554483914,25.271923970337774,0.27418074011802673
0.0338277639048,0.03407657394586,0.0316,-18.61689461870505,17.83815145651586,25.783430764947237,0.18739700317382807
0.15936253340423,0.17968970165764,0.1595,-21.185959304926325,10.636966665325943,23.706296613127012,0.2901230454444885
0.02663648680596,0.02627907480945,0.0221,-22.04547232050578,-8.682907484355479,23.69376919650681,0.3630315363407135
0.04732436416975,0.047084408471250006,0.0399,-22.57371444106065,3.4081863498000717,22.829545569547786,0.3656903803348541
