ObsID,RA,Dec,peak_flux_ap,peak_flux_ap_err,int_flux_ap,int_flux_ap_err,int_flux_nvss,int_flux_nvss_err,maj_ap,min_ap,maj_nvss,min_nvss,delta_ra_beam,delta_dec_beam,radius,pb_level,ra_apertif,dec_apertif,ra_nvss,dec_nvss
200129001,34.92611956597776,35.62882069160378,0.05121622570468,0.00035329456047,0.05162657954434,0.0006103206115,0.0418,0.0012999999523162842,45.32780177524801,45.173068154784005,18.200000762939453,16.100000381469727,38.91283293027611,-7.36029776525487,39.60278066159242,0.17109668254852295,34.92611956597776,35.62882069160378,34.92629166666666,35.628861111111114
200129001,34.74834114109349,35.4667400683602,0.00656963936507,0.0002952572898,0.00754077455104,0.0004890983177,0.0071,0.0005,49.73907904884,47.061811807884,29.10000038146973,28.10000038146973,30.30456059881415,-17.147629529589036,34.81953438839192,0.21732455492019653,34.74834114109349,35.4667400683602,34.74766666666666,35.46680555555556
200129001,34.62413701818598,35.50862010786375,0.022660658160819996,0.00021594176512000003,0.02366819114106,0.00036868857784,0.0229,0.0008000000119209289,46.464657144372,45.79518741706801,17.299999237060547,17.0,24.222373468491977,-14.669400152412805,28.318035174113337,0.34150615334510803,34.62413701818598,35.50862010786375,34.62391666666666,35.50925
200129001,34.619562305426925,35.83294517126186,0.37548232446755997,0.00019092409875000002,0.38238458330337005,0.00032869504986,0.382,0.0115,45.497995198992,45.2396177127,17.100000381469727,16.600000381469727,23.901428050416822,4.788734511663669,24.37642040100084,0.4126723110675812,34.619562305426925,35.83294517126186,34.619416666666666,35.83297222222223
200129001,34.55736520721938,35.61596556797876,0.01037168932301,0.00016300557732,0.01234140047067,0.00026843636065,0.0121,0.0008999999761581422,54.68457889522801,44.2130311674,31.70000076293945,30.5,20.932943292321685,-8.244117877763227,22.49783888417517,0.506488025188446,34.55736520721938,35.61596556797876,34.55729166666666,35.615222222222215
200129001,34.42570990157847,35.573859616567226,0.00532002992584,0.00013076393056999999,0.00545140480188,0.00022470875695,0.0035,0.0004000000059604645,46.567637977931994,44.755582994172,47.4000015258789,43.400001525878906,14.518974183465525,-10.794257561757018,18.09187427768305,0.6351088285446167,34.42570990157847,35.573859616567226,34.42641666666666,35.57391666666667
200129001,34.39577055767311,35.28917216219375,0.27529501554425,0.00034759233817,0.28293285492225,0.00059666412208,0.2931,0.008800000190734862,46.64240739342,45.132127115112,16.5,15.600000381469727,13.10448459394104,-27.87965116341257,30.805822511576885,0.1924400478601456,34.39577055767311,35.28917216219375,34.39620833333333,35.2895
200129001,34.26888856775055,35.51621277233004,0.005866489366840001,0.00011910347405000001,0.00584139619404,0.0002066444287,0.0052,0.0004000000059604645,45.938514224916,44.14800310408801,41.29999923706055,34.200000762939446,6.870727892030491,-14.270164720588873,15.838062753321331,0.689872682094574,34.26888856775055,35.51621277233004,34.26883333333333,35.51686111111111
200129001,34.24898516071001,35.95575158912097,0.060543867615999995,0.00011462734999,0.06164929793649,0.00019736215649000002,0.063,0.0018999999761581423,45.852430570883996,44.75142994302,19.0,17.100000381469727,5.866212077579713,12.100848331926498,13.447781689326556,0.7358677387237549,34.24898516071001,35.95575158912097,34.24895833333333,35.95547222222223
200129001,34.24020972995988,35.27518096738986,0.02055506811472,0.00032478309952999995,0.02055831970075,0.00056264380465,0.0209,0.0008000000119209289,46.167535845143995,44.388883069524,25.399999618530273,20.100000381469727,5.486646445074273,-28.733868244083038,29.25299595688973,0.19072966277599332,34.24020972995988,35.27518096738986,34.24029166666666,35.27561111111111
