ObsID,peak_flux_ap,peak_flux_ap_err,int_flux_ap,int_flux_ap_err,int_flux_nvss,int_flux_nvss_err,maj_ap,min_ap,maj_nvss,min_nvss,delta_ra,delta_dec,radius,pb_level
191027044,0.00443106516458,0.00020378393975999999,0.007277141314760001,0.00030610637598,0.0089,0.0008999999761581422,67.723403463072,48.977736730488004,36.79999923706055,44.20000076293945,22.287173282147712,6.622387888757374,23.250236554257043,0.32962918281555176
191027044,0.00965008717063,0.00028157108661000003,0.009684930624040002,0.00048714262656,0.009000000000000001,0.0005,45.366167877984,44.47873464879599,32.59999847412109,24.399999618530273,20.306972678408766,17.997489721382586,27.134461634369067,0.19019584357738492
191027044,0.00470019579546,0.00016996749615,0.00455285630212,0.00029773014039,0.0046,0.0004000000059604645,45.637115883804,43.149902133132,37.70000076293945,35.20000076293945,20.21202130803921,-9.559073906088065,22.358458050765986,0.3721258044242859
191027044,0.03155378782612,0.00047824489914999996,0.03225592662279,0.0008229414585700001,0.0296,0.001,46.641324556728,44.003043734328,21.100000381469727,17.5,19.278741637600856,21.47241659017065,28.85705667521907,0.14335642755031586
191027044,0.00486265598525,0.00013619854827,0.00489054894928,0.00023554476683000002,0.0047,0.0004000000059604645,46.386269023896,43.938343601964,44.79999923706055,35.0,17.749376694478446,-1.792769892502024,17.83968520940563,0.5449908375740051
191027044,0.01891740312025,9.491797208e-05,0.01992554407769,0.00016163055403999998,0.0221,0.001,47.105164418616,45.498850211772,20.700000762939453,24.70000076293945,6.87815671001623,-11.876718155654109,13.72462333381892,0.7557891011238098
191027044,0.00811246047974,8.994756872e-05,0.00820802338255,0.00015521103346,0.012,0.0005,45.754001328887995,44.607097837332,22.100000381469727,21.100000381469727,6.696267892987508,9.600323807323637,11.704960672081576,0.812622606754303
191027044,0.03266607286592,0.00022613129429,0.03338152950053,0.00038890728076,0.0305,0.001,45.764731650996,44.819252782308,22.899999618530273,17.799999237060547,5.120537307027571,22.10158654971392,22.686993389940596,0.34926289319992065
191027044,0.0042327369898099996,7.932396229999999e-05,0.00432572865083,0.0001364096549,0.004200000000000001,0.0004000000059604645,45.765914493636,45.168079157424,40.0,37.29999923706055,4.662074899715095,2.7979964619908304,5.437253145891289,1.030795693397522
191027044,0.01074013425596,0.00019473933607,0.01156903578464,0.00032933459877000003,0.0119,0.0005,48.29378497326,45.66668724342,28.0,21.299999237060547,0.5347856314674638,-26.918050865798854,26.923362573059467,0.2673722803592682
191027044,0.01023106752728,0.00018668211474,0.01025129407561,0.0003231583064,0.004900000000000001,0.0004000000059604645,45.618460288992004,44.951018980536006,37.70000076293945,34.299999237060554,-4.475474762295085,-25.944338296479412,26.327517614020874,0.28868314623832697
191027044,0.01428444113259,9.963746281e-05,0.024508292128790004,0.00014664953137,0.033600000000000005,0.0017000000476837158,60.243376576787995,57.463824029868015,45.9000015258789,35.400001525878906,-6.054185837185618,8.994555320232614,10.842283335266918,0.9067372679710388
191027044,0.0095960108386,9.127939829999999e-05,0.009340646493499999,0.00015954940252,0.0103,0.0005,44.769171577212,43.867443220308,32.59999847412109,23.70000076293945,-8.13670664413403,9.118622929476343,12.221093399233697,0.8542554974555969
191027044,0.00891123714863,7.66101341e-05,0.00945593347224,0.00013018566422,0.0096,0.0005,47.729029798620004,45.083093296896,26.10000038146973,23.29999923706055,-5.927009884607259,-3.4325808606856527,6.849236881778928,1.0596593618392944
191027044,0.007886450134439999,0.00015860423906,0.00841425245028,0.00026896303613,0.0081,0.0005,47.371187810268005,46.000254640176,30.399999618530273,25.70000076293945,-7.125346952720023,-21.025250279829194,22.19979922190257,0.439104437828064
191027044,0.01652923694969,0.00016528372669999996,0.01681656296491,0.00028467620248000003,0.0184,0.000699999988079071,45.952285963571995,45.160492190579994,23.60000038146973,17.899999618530273,-13.32524372926473,-17.872365137026833,22.29309212078693,0.4227488934993744
191027044,0.008500410448949999,0.00016509899661000004,0.00862618619265,0.00028472156286,0.0085,0.0005,46.963490418072006,44.092561577652,30.10000038146973,27.70000076293945,-12.952759451056291,-18.744182048912574,22.784132098279,0.4030202627182007
191027044,0.01500046682531,0.00012876634241,0.01582849333416,0.00021917182896000003,0.0208,0.000699999988079071,47.187075538584004,45.49374571392,22.5,17.200000762939453,-14.24350812218262,-11.427697822921289,18.26113506545902,0.5963968634605408
191027044,0.005611027072779999,0.0002011159596,0.0056668017610200004,0.00034724894208,0.0053,0.0004000000059604645,45.709549430075995,44.37407715706801,33.59999847412109,32.09999847412109,-13.477768299430249,20.709261619777752,24.708734444067325,0.29069632291793823
191027044,0.27104794016278,0.00017992676718,0.27612975813348,0.00030972896097,0.3075,0.009199999809265136,45.76449489804,44.990730855576,18.600000381469727,16.799999237060547,-19.326163581014452,4.843407901151535,19.92382874166303,0.5080780982971191
191027044,0.00421182233552,0.00024658035352999997,0.00398967439488,0.00043977564341,0.0043,0.0004000000059604645,49.205750206211995,38.806639469244,47.5,37.5,-27.309868519223734,11.35714861928479,29.57720456560729,0.13849401473999026
200326001,0.00593706496057,0.00018680277199,0.0062236748386,0.00031888965397000005,0.0057,0.0004000000059604645,48.118187437956,43.943626484964,32.59999847412109,31.399999618530273,20.861420253666193,10.660355768774236,23.427348231317907,0.3169269561767578
200326001,0.00797756839974,0.00017064257586,0.0095543749974,0.00027956298013,0.008,0.0005,53.015135146236,45.943067716632,34.799999237060554,26.399999618530273,16.484453964388262,-11.459552193456895,20.07629329514164,0.46151587367057795
200326001,0.03404430194033,0.00018925417867,0.034920969307910006,0.00032515317486,0.0354,0.0011000000238418578,46.623956694083994,44.831460699,19.799999237060547,15.399999618530273,14.951442339968706,-16.8279876498187,22.510553322294264,0.3715110123157501
200326001,0.024635122357459998,0.00014745916052,0.03130047562662,0.00023662198977,0.0274,0.0012000000476837158,51.691178878487996,49.819218179112,21.600000381469727,22.60000038146973,14.13263240429703,-2.379787923313953,14.33159646830334,0.6967142224311829
200326001,0.06478813146419,0.00013357435067,0.06678664009919,0.00022904628477999999,0.0624,0.0018999999761581423,45.903677197536,45.440061390791996,18.0,15.5,14.533037640279392,2.108565459062752,14.685203603042035,0.6767849326133728
200326001,0.03313204882962,0.00013393609895,0.034552780283929996,0.00022879800064,0.0309,0.001,46.349464816476,45.544867184916,19.600000381469727,18.799999237060547,14.622375728658373,1.1438701411681929,14.667048201976993,0.6767728328704834
200326001,0.03320842700498,0.00026000552907,0.03799266418972,0.00043139976283999994,0.0399,0.0016000000238418578,50.44350146994,46.35986234511599,23.10000038146973,20.600000381469727,9.989928256776077,-25.055791360331803,26.973868467771663,0.2415524125099182
200326001,0.006083963880609999,9.333254988e-05,0.00633978674212,0.0001594758994,0.0056,0.0005,46.369347354216,45.568156598819996,47.9000015258789,32.59999847412109,8.541234497100332,-3.581826607844925,9.261864940954425,0.9078014492988586
200326001,0.00802094367191,0.00025181606558,0.008781562002540001,0.00042590045136,0.0131,0.0008999999761581422,52.027126329455996,42.164648713548004,28.399999618530273,32.0,5.6895433287411565,28.906185003863147,29.46078192892926,0.14233116805553436
200326001,0.010975687435649998,9.785481101000002e-05,0.0110213786035,0.0001692554411,0.0091,0.0005,45.223254878112,45.133894872324,25.10000038146973,24.5,5.876176413292318,-10.128912782082342,11.710005271924446,0.8399702310562134
200326001,0.033345763875790004,0.00030437904692,0.03795559826057,0.00050741549807,0.0342,0.001399999976158142,52.373950291404,44.534919759192,19.5,15.600000381469727,4.893026128910929,-31.676201343391572,32.05187605545663,0.1314294934272766
200326001,0.03500101169751,0.00018940015832,0.03555357834509,0.00032641163048,0.0354,0.001399999976158142,46.288594298952,44.795325172644,16.100000381469727,19.799999237060547,4.161352546553122,-21.44567099245315,21.845673134437494,0.4337749183177948
200326001,0.00582969303925,9.081510575e-05,0.00598403104608,0.00015594406872,0.0044,0.0004000000059604645,45.835830353988,45.186362444592,42.599998474121094,36.79999923706055,4.302558149823873,9.771195080723645,10.676526124468724,0.8648883700370789
200326001,0.01712189367777,9.660358646999999e-05,0.01718021045716,0.00016714285611999999,0.0149,0.0006000000238418579,45.520776384336,44.823277665504,19.899999618530273,19.5,1.7229550921278551,-11.238189703279442,11.369497415523353,0.875815749168396
200326001,0.018027277263099998,7.879128037e-05,0.01810061985473,0.00013628625054,0.0169,0.0006000000238418579,45.161066566836006,45.11245600594801,20.200000762939453,18.700000762939453,0.8585171479221999,-5.423847590824304,5.49137266721163,1.0619078874588013
200326001,0.0054635495509199996,0.00029473088509,0.00576599028562,0.00050631556788,0.006,0.0004000000059604645,52.67228687326801,41.079844568052,33.799999237060554,30.79999923706055,-0.7082659077831707,-33.01970842605589,33.027303397509925,0.12105388939380644
200326001,0.08597130359114999,0.00028906640483999994,0.09441847003943,0.00048583550852,0.1002,0.0035,48.778176365460006,45.989429645087995,24.70000076293945,18.399999618530273,-1.9984507333591752,-23.211940592461982,23.297809568887555,0.3943694531917572
